id,type,name,creator,starring,year,rating,time,genres,country,describle
81367829,Movie,Dream Journey 3: The Land of Many Perfumes,,"Zhang Tianqi, Fan Rui, Xu Minghu",2017,TV-14,99 min,"Comedy Movies ,Movies Based on Books ,Action & Adventure Movies ",China,"After arriving at the Kingdom of Women, Tang Seng falls in love with its ruler and decides to make a noble sacrifice."
81418617,Movie,Happiness for Beginners,,"Ellie Kemper, Luke Grimes, Nico Santos",2023,TV-14,103 min,"Romantic Comedy Movies ,Comedy Movies ,Romantic Movies ,Movies Based on Books ,Action & Adventure Movies ",United States,"At a crossroads after her divorce, a schoolteacher ventures toward a fresh start in life — and love — when she signs up for a grueling group hiking trip."
81500432,Movie,Mr. Car and the Knights Templar,,"Mateusz Janicki, Sandra Drzymalska, Maria Dębska",2023,TV-PG,110 min,"Family Movies ,Movies Based on Books ,Action & Adventure Movies",Poland,"When an art historian finds an ancient Templar cross, he must join forces with an unlikely group of adventurers on a quest to unlock the relic's secrets."
81001281,Movie,Bill & Ted Face the Music,,"Keanu Reeves, Alex Winter, Kristen Schaal",2020,TV-PG,91 min,"Sci-Fi Movies ,Comedy Movies ,Action & Adventure Movies ",United States,Middle-aged best buds Bill and Ted travel to the future to find the song they wrote that will unite humanity and save reality.
80077238,Movie,Ben-Hur,,"Jack Huston, Morgan Freeman, Rodrigo Santoro",2016,TV-14,123 min,"Drama Movies ,Movies Based on Books ,Action & Adventure Movies ",United States,"Years after his unjust banishment into slavery by a Roman officer who is also his adopted brother, a prince of Judea returns home seeking revenge."
80091936,Movie,Okja,,"Tilda Swinton, Jake Gyllenhaal, An Seo-hyun",2017,TV-14,121 min,"Drama Movies ,Comedy Movies ,Action & Adventure Movies ,Social Issue Dramas ",United States,"A gentle giant and the girl who raised her are caught in the crossfire between animal activism, corporate greed and scientific ethics."
81439550,Movie,The Summit of the Gods,,"Lazare Herson-Macarel, Éric Herson-Macarel, Damien Boisseau",2021,TV-PG,95 min,"Adult Animation ,Drama Movies ,Movies Based on Books ,Action & Adventure Movies",France,A photojournalist’s obsessive quest for the truth about the first expedition to Mt. Everest leads him to search for an esteemed climber who went missing.
80104130,Movie,Jagga Jasoos,,"Ranbir Kapoor, Katrina Kaif, Saurabh Shukla",2017,TV-PG,155 min,"Bollywood Movies ,Romantic Comedy Movies ,Comedy Movies ,Romantic Movies ,Action & Adventure Movies",India,"An eccentric, self-proclaimed detective goes on an action-packed hunt for his missing father, with an awkward but adventurous journalist by his side."
81193796,Movie,Indoo Ki Jawani,,"Kiara Advani, Aditya Seal, Mallika Dua",2020,TV-PG,114 min,"Bollywood Movies ,Romantic Comedy Movies ,Comedy Movies ,Romantic Movies ,Action & Adventure Movies",India,"A spirited but naive young woman seeks a one-night stand, but after discovering her date’s real identity, things quickly go from casual to complicated."
80194671,Movie,The Climb,,"Ahmed Sylla, Alice Belaïdi, Kevin Razy",2017,TV-PG,105 min,"Romantic Comedy Movies ,Drama Movies ,Comedy Movies ,Romantic Movies ,Movies Based on Books ,Movies Based on Real Life ,Action & Adventure Movies",France,A young Senegalese-French man from humble roots sets out to climb Mount Everest to impress the woman he loves -- and slowly becomes a media sensation.
80162197,Movie,Offline – Das Leben ist kein Bonuslevel,,"Moritz Jahn, Mala Emde, Ugur Ekeroglu",2016,TV-PG,88 min,"Comedy Movies ,Action & Adventure Movies",Germany,Competitive gamer Jan finds his life thrown for a loop when his bitter rival hacks his identity just before a high-stakes tournament.
81602987,Movie,Super Senior Heroes,,"Bhagyaraj, Ambika, Manobala",2020,TV-PG,139 min,"Drama Movies ,Comedy Movies ,Action & Adventure Movies ",India,"To impress his grandson, a widower forms a pretend superhero league with his friends, but they must unexpectedly take real action when trouble arises."
81597206,Movie,Ben & Jody,,"Chicco Jerikho, Rio Dewanto, Hana Malasan",2022,TV-MA,113 min,"Drama Movies ,Movies Based on Books ,Action & Adventure Movies",Indonesia,Two best friends band together with a group of villagers to fight back against treacherous illegal loggers attempting to take away their land.
80103475,Movie,Nerve,,"Emma Roberts, Dave Franco, Juliette Lewis",2016,TV-PG,96 min,"Crime Movies ,Thriller Movies ,Movies Based on Books ,Action & Adventure Movies ",United States,"An online game of truth or dare turns deadly for a newbie player who assumed she was signing up for harmless fun. Now, the only way out is to win."
81319137,TV Show,Ranveer vs Wild with Bear Grylls,,"Ranveer Singh, Bear Grylls",2022,TV-14,1h 10m,"Reality TV ,Action & Adventure Movies",India,"Click through this interactive special, helping superstar Ranveer Singh and adventurer Bear Grylls brave the Serbian wilderness to find a rare flower."
81424365,Movie,The Knight and the Princess,,"Medhat Saleh, Mohamed Henedi, Donia Samir Ghanim",2019,TV-PG,96 min,"Adult Animation ,Middle Eastern Movies ,Action & Adventure Movies ,Musicals",Egypt,"A fictional account of the heroic quests of a 7th-century knight, from rescuing hostages abducted by pirates in the Indian Sea to taking on a tyrant."
81696792,Movie,Bear Man,,"Park Sung-woong, Choi Min-soo, Oh Dal-soo",2023,TV-MA,97 min,"Comedy Movies ,Action & Adventure Movies",South Korea,"In this comic take on the Dangun myth, twin bear cubs transform into human brothers who wind up on opposite sides of the law as a cop and a criminal."
81689962,Movie,Marry My Dead Body,,"Greg Hsu, Austin Lin, Gingle Wang",2023,TV-MA,129 min,"LGBTQ+ Movies ,Drama Movies ,Comedy Movies ,Action & Adventure Movies ",China,"After finding an odd envelope, Policeman Ming-han's life takes a spooky turn: He's now wed to a ghost husband, and they must solve a crime together."
81591199,Movie,Extremely Easy Job,,"Hua Vi Van, Tien Luat, Thu Trang",2022,TV-14,117 min,"Comedy Movies ,Action & Adventure Movies",Vietnam,A retired policeman and a team of neighborhood misfits use a restaurant as a front to capture an elusive crime boss.
81168885,Movie,Extreme Job,,"Ryu Seung-ryong, Lee Hanee, Jin Sun-kyu",2019,TV-14,111 min,"Comedy Movies ,Action & Adventure Movies",South Korea,A narcotics unit takes over a restaurant near a gang's hideout when the food they sold to keep their cover turns into the next big chicken franchise.
81464329,Movie,Zom 100: Bucket List of the Dead,,"Eiji Akaso, Mai Shiraishi, Shuntaro Yanagi",2023,TV-MA,129 min,"Comedy Movies ,Horror Movies ,Action & Adventure Movies",Japan,"Bullied by his boss, worked around the clock, he's nothing more than a corporate drone. All it takes is a zombie outbreak for him to finally feel alive!"
81241364,Movie,The Hitman's Wife's Bodyguard,,"Ryan Reynolds, Samuel L. Jackson, Salma Hayek",2021,TV-MA,99 min,"Crime Movies ,Comedy Movies ,Action & Adventure Movies ",United States,"Bodyguard Michael Bryce is thrown in with hitman Darius Kincaid and wife Sonia as they get sucked into a global plot in this wild, over-the-top comedy."
81511779,Movie,Bullet Train,,"Brad Pitt, Joey King, Aaron Taylor-Johnson",2022,TV-MA,126 min,"Crime Movies ,Comedy Movies ,Movies Based on Books ,Action & Adventure Movies ",United States,Five assassins board a Japanese bullet train bound for Kyoto and come to discover that their seemingly separate missions are mysteriously linked.
70208247,Movie,21 Jump Street,,"Jonah Hill, Channing Tatum, Brie Larson",2012,TV-MA,109 min,"Comedy Movies ,Action & Adventure Movies ",United States,Two rookie cops go from park duty to prom when they’re given a big assignment: Bust a drug ring by going undercover as high school students.
81238548,Movie,"Masculine Old Man, Beauty and Gangsters",,"Hoai Linh, Toc Tien, Thuong Tin",2015,TV-14,91 min,"Comedy Movies ,Action & Adventure Movies",Vietnam,"Fueled by regret, a crusty hustler searches for his long-lost wife but gets sidetracked when he crosses paths with a DJ and a gangster from his past."
81507232,Movie,THE FABLE: The Killer Who Doesn't Kill,,"Junichi Okada, Fumino Kimura, Shinichi Tsutsumi",2021,TV-14,131 min,"Comedy Movies ,Action & Adventure Movies",Japan,"While trying to live a normal life, a deadly assassin must somehow protect a young woman and confront a man bent on revenge — without killing anyone!"
80119311,Movie,The Hitman’s Bodyguard,,"Ryan Reynolds, Samuel L. Jackson, Gary Oldman",2017,TV-MA,113 min,"Comedy Movies ,Action & Adventure Movies ",United States,"A ""boring is best"" bodyguard must ensure a star witness -- who happens to be a volatile assassin -- stays alive to testify against a brutal dictator."
80232655,Movie,Shaft,,"Samuel L. Jackson, Jessie T. Usher, Regina Hall",2019,TV-MA,111 min,"Crime Movies ,Comedy Movies ,Action & Adventure Movies ",United States,"When the son he doesn't know comes to him for help, badass private eye John Shaft discovers his offspring is anything but a chip off the old block."
81186234,Movie,The Out-Laws,,"Adam Devine, Pierce Brosnan, Ellen Barkin",2023,TV-MA,97 min,"Romantic Comedy Movies ,Comedy Movies ,Romantic Movies ,Action & Adventure Movies ",United States,"When the bank Owen manages gets robbed just days before his wedding, the evidence all points in one incredibly awkward direction: his future in-laws."
81670615,Movie,"Bua Pun, Beauty and the Blade",,"Anne Thongprasom, Kanawut Traipipattanapong, Apaporn Nakornsawan",2022,TV-MA,110 min,"Comedy Movies ,Action & Adventure Movies",Thailand,"When a violent gang threatens her hometown, Bua — a brave young woman with extraordinary abilities — must step up to protect her village's treasure."
80142090,Movie,Baby Driver,,"Ansel Elgort, Kevin Spacey, Lily James",2017,TV-MA,113 min,"Crime Movies ,Comedy Movies ,Action & Adventure Movies ",United States,"Smooth-faced getaway driver Baby is a music junkie in deep with a bad dude. He's got just one job left, but it's all about to go sideways."
81186049,Movie,Day Shift,,"Jamie Foxx, Dave Franco, Natasha Liu Bordizzo",2022,TV-MA,113 min,"Comedy Movies ,Horror Movies ,Action & Adventure Movies ",United States,An LA vampire hunter has a week to come up with the cash to pay for his kid's tuition and braces. Trying to make a living these days just might kill him.
70285697,Movie,Blind Detective,,"Andy Lau, Sammi Cheng, Gao Yuanyuan",2013,TV-14,129 min,"Comedy Movies ,Action & Adventure Movies ",China,"When a cop loses his vision, his detecting skills stay sharp. Luckily, a rookie officer recognizes his extraordinary powers of deduction."
81588091,Movie,Spy Kids: Armageddon,,"Gina Rodriguez, Zachary Levi, Connor Esterson",2023,TV-Y,97 min,"Family Movies ,Kids & Family Movies ,Comedy Movies ,Spy Movies ",United States,"When a game developer unleashes a powerful computer virus, the children of two secret agents must work together to save their parents — and the world."
80237245,Movie,The Monkey King,,"Jimmy O. Yang, Bowen Yang, Jolie Hoang-Rappaport",2023,TV-Y,96 min,"Family Movies ,Kids & Family Movies ,Comedy Movies ,Movies Based on Books ",United States,"A stick-wielding monkey teams with a young girl on an epic quest for immortality, battling demons, dragons, gods — and his own ego — along the way."
81247686,Movie,Face Off,,"Ly Hai, Truong Giang, Vo Thanh Tam",2015,TV-PG,94 min,"Comedy Movies ,Action & Adventure Movies",Vietnam,"After unearthing diamonds in the wilderness, a man is hunted by a murderous gang and must outrun them with the help of a newfound friend."
81247687,Movie,Face Off 2: The Studio,,"Ly Hai, Hua Minh Dat, Quoc Thuan",2016,TV-PG,89 min,"Comedy Movies ,Action & Adventure Movies",Vietnam,"Hoping to keep their film from shutting down, two stuntmen take on an odd job to finance it — only to become the unwitting pawns of a criminal syndicate."
81604825,Movie,Rangabali,,"Naga Shourya, Yukti Thareja, Shine Tom Chacko",2023,TV-14,134 min,"Romantic Comedy Movies ,Drama Movies ,Comedy Movies ,Romantic Movies ,Action & Adventure Movies ",India,"When carefree Shaurya has to move from Rajavaram to the big city, he faces a tricky path to romance — and new revelations about his beloved hometown."
81497489,Movie,Big Nunu's Little Heist,,"Jefferson Tshabalala, Tony Miyambo, Amahle Khumalo",2023,TV-14,92 min,"Comedy Movies ,Action & Adventure Movies ",South Africa,An ex-soldier turned deliveryman is dragged into a local kingpin's bumbling gang to pull off a daring heist in an infamous South African township.
81424438,Movie,Guns Akimbo,,"Daniel Radcliffe, Samara Weaving, Natasha Liu Bordizzo",2019,TV-MA,97 min,"Comedy Movies ,Action & Adventure Movies",Germany,"After trolling the wrong people, a video game developer wakes to find guns bolted to his hands and is forced to participate in a real-life deathmatch."
81416977,Movie,The Takedown,,"Omar Sy, Laurent Lafitte, Izïa Higelin",2022,TV-MA,121 min,"Crime Movies ,Comedy Movies ,Action & Adventure Movies",France,"Forced to reteam after a decade, two mismatched cops investigate a murder in a divided French town, where a wider conspiracy looms."
81005492,Movie,Spenser Confidential,,"Mark Wahlberg, Winston Duke, Alan Arkin",2020,TV-MA,111 min,"Crime Movies ,Comedy Movies ,Mystery Movies ,Movies Based on Books ,Action & Adventure Movies ",United States,"Spenser, an ex-cop and ex-con, teams up with aspiring fighter Hawk to uncover a sinister conspiracy tied to the deaths of two Boston police officers."
81251628,Movie,The Man from Toronto,,"Kevin Hart, Woody Harrelson, Kaley Cuoco",2022,TV-PG,112 min,"Comedy Movies ,Action & Adventure Movies ",United States,A case of mistaken identity forces a bumbling entrepreneur to team up with a notorious assassin known as The Man from Toronto in hopes of staying alive.
81435736,Movie,Omo Ghetto: the Saga,,"Funke Akindele-Bello, Ayo Makun, Chioma Chukwuka Akpotha",2020,TV-MA,146 min,"Drama Movies ,Comedy Movies ,Action & Adventure Movies ",Nigeria,"Twins are reunited as a good-hearted female gangster and her uptight rich sister take on family, crime, cops and all of the trouble that follows them."
81212842,Movie,Murder Mystery 2,,"Adam Sandler, Jennifer Aniston, Mark Strong",2023,TV-PG,90 min,"Comedy Movies ,Mystery Movies ,Action & Adventure Movies ",United States,"After starting their own detective agency, Nick and Audrey Spitz land a career-making case when their billionaire pal is kidnapped from his wedding."
81253859,Movie,The Last Mercenary,,"Jean-Claude Van Damme, Alban Ivanov, Éric Judor",2021,TV-PG,112 min,"Comedy Movies ,Action & Adventure Movies",France,A legendary secret agent-turned-mercenary comes out of hiding to save the son he's never met. Learning how to be a dad may be his toughest mission yet.
80242619,Movie,Murder Mystery,,"Adam Sandler, Jennifer Aniston, Luke Evans",2019,TV-14,98 min,"Comedy Movies ,Mystery Movies ,Action & Adventure Movies ",United States,"On a long-awaited trip to Europe, a New York City cop and his hairdresser wife scramble to solve a baffling murder aboard a billionaire's yacht."
81227923,Movie,Børning 3: Asphalt Burning,,"Anders Baasmo Christiansen, Kathrine Thorborg Johansen, Ida Husøy",2020,TV-PG,100 min,"Comedy Movies ,Action & Adventure Movies",Norway,"When the brakes slam on his wedding, Roy accepts a challenge from a new foe to race for his runaway bride at the iconic Nürburgring track in Germany."
80202809,Movie,Superlopez,,"Dani Rovira, Alexandra Jiménez, Julián López",2018,TV-PG,107 min,"Comedy Movies ,Action & Adventure Movies",Spain,"In this adaptation of the comic strip, Juan López must balance an office job with heroic feats to save the love of his life and native planet Chitón."
80063265,Movie,The Do-Over,,"Adam Sandler, David Spade, Paula Patton",2016,TV-MA,108 min,"Comedy Movies ,Action & Adventure Movies ",United States,The life of a bank manager is turned upside down when a friend from his past manipulates him into faking his own death and taking off on an adventure.
80049284,Movie,The Nice Guys,,"Russell Crowe, Ryan Gosling, Angourie Rice",2016,TV-MA,115 min,"Comedy Movies ,Mystery Movies ,Action & Adventure Movies ",United States,A private eye and a tough guy for hire get tangled up in the seamy side of 1970s Los Angeles as they investigate an adult film star's mysterious death.
80189631,Movie,America: The Motion Picture,,"Channing Tatum, Jason Mantzoukas, Olivia Munn",2021,TV-MA,98 min,"Adult Animation ,Comedy Movies ,Action & Adventure Movies ",United States,A chainsaw-wielding George Washington teams with beer-loving bro Sam Adams to take down the Brits in a tongue-in-cheek riff on the American Revolution.
81344237,Movie,My God!! Father,,"Thanavat Vatthanaputi, Chantavit Dhanasevi, Dollacha Phoowijarn Cowell",2020,TV-PG,104 min,"Drama Movies ,Comedy Movies ,Action & Adventure Movies",Thailand,"A racer lands in a near-fatal accident that helps him see his father from a different perspective in this adaptation from the Chinese film ""Duckweed."""
81418329,Movie,THE FABLE,,"Junichi Okada, Fumino Kimura, Mizuki Yamamoto",2019,TV-14,123 min,"Comedy Movies ,Action & Adventure Movies",Japan,"An elite gun-for-hire is forced to lay low and not kill anyone for a year, but underworld figures start to threaten his newly calm and quiet life."
81414862,Movie,Anonymous,,"Oc Thanh Van, Kha Ngan, La Thanh",2016,TV-14,93 min,"Comedy Movies ,Action & Adventure Movies",Vietnam,"A mother and daughter sell street food while covertly using their martial arts skills to help people in need, including a famous singer in trouble."
81635997,Movie,Lost In Saigon,,"Diễm My, Hua Vi Van, Viet Huong",2016,TV-14,99 min,"Comedy Movies ,Action & Adventure Movies",Vietnam,"A family finds itself on the run from jewel thieves, and it’s up to a blundering self-described agent to rescue them — for better or worse."
81437344,Movie,Seoul Vibe,,"Yoo Ah-in, Ko Kyung-pyo, Lee Kyoo-hyung",2022,TV-14,140 min,"Crime Movies ,Comedy Movies ,Action & Adventure Movies",South Korea,"In the days leading up to the 1988 Seoul Olympics, a ragtag team of drivers and mechanics go undercover to dismantle a massive money-laundering ring."
81079259,Movie,Thunder Force,,"Melissa McCarthy, Octavia Spencer, Jason Bateman",2021,TV-14,107 min,"Comedy Movies ,Action & Adventure Movies ",United States,Two childhood best friends reunite as an unlikely crime-fighting superhero duo when one invents a formula that gives ordinary people superpowers.
81258582,Movie,Shakini Dakini (Tamil),,"Regina Cassandra, Nivetha Thomas",2022,TV-PG,115 min,"Crime Movies ,Comedy Movies ,Action & Adventure Movies",India,"Awkward situations abound when two women become cadets at a male-dominated police academy, but the crime they uncover may be their biggest test of all."
81595543,Movie,Shehzada,,"Kartik Aaryan, Kriti Sanon, Manisha Koirala",2023,TV-PG,142 min,"Bollywood Movies ,Drama Movies ,Comedy Movies ,Action & Adventure Movies",India,"After realizing he was switched at birth by a conniving father, a rakish Bantu’s life is upended when he becomes the heir to a billionaire."
70278990,Movie,Fukrey,,"Pulkit Samrat, Manjot Singh, Ali Fazal",2013,TV-PG,135 min,"Bollywood Movies ,Drama Movies ,Comedy Movies ,Action & Adventure Movies",India,Four young male friends tackle the challenges and unexpected catastrophes of growing up clueless in this music-packed Bollywood teen drama.
80017528,Movie,Happy New Year,,"Shah Rukh Khan, Deepika Padukone, Abhishek Bachchan",2014,TV-14,178 min,"Bollywood Movies ,Comedy Movies ,Action & Adventure Movies",India,A revenge-seeking diamond thief gathers a ragtag crew to infiltrate a Dubai hotel hosting a dance contest. But first they have to learn how to dance.
80994666,Movie,We Can Be Heroes,,"YaYa Gosselin, Pedro Pascal, Priyanka Chopra Jonas",2020,TV-Y,100 min,"Family Movies ,Kids & Family Movies ,Comedy Movies ",United States,"When alien invaders capture Earth’s superheroes, their kids must learn to work together to save their parents — and the planet."
80013941,Movie,Penguins of Madagascar: The Movie,,"Tom McGrath, Christopher Knights, Chris Miller",2014,TV-Y,92 min,"Family Movies ,Kids & Family Movies ,Comedy Movies ,Spy Movies ",United States,"Elite penguin spies Skipper, Kowalski, Rico and Private join forces with the suave agents of the North Wind to defeat power-mad genius Octavius Brine."
81180203,Movie,Dora and the Lost City of Gold,,"Isabela Merced, Eugenio Derbez, Michael Peña",2019,TV-Y,105 min,"Family Movies ,Kids & Family Movies ,Comedy Movies ",United States,"When her parents disappear during a search for an ancient city of gold, the exuberant teen explorer and her friends head into the jungle to save them."
80204447,Movie,Bigfoot Junior,,"Pappy Faulkner, Christopher L. Parson, Terrence Stone",2018,TV-Y7,91 min,"Family Movies ,Kids & Family Movies ,Comedy Movies",Belgium,"When Adam reunites with his missing father, he learns his dad fled for good reason – he’s Bigfoot! Adam also discovers he has Bigfoot traits of his own."
80071348,Movie,Kung Fu Panda 3,,"Jack Black, Bryan Cranston, Dustin Hoffman",2016,TV-Y,94 min,"Family Movies ,Kids & Family Movies ,Comedy Movies ,Martial Arts Movies ",United States,"While Po and his father are visiting a secret panda village, an evil spirit threatens all of China, forcing Po to form a ragtag army to fight back."
81068803,Movie,Rise of the Teenage Mutant Ninja Turtles: The Movie,,"Ben Schwartz, Omar Benson Miller, Brandon Mychal Smith",2022,TV-Y,82 min,"Kids & Family Movies ,Comedy Movies ",United States,The teen turtles and their mystic ninja powers are put to the ultimate test when ruthless creatures from another universe look to unleash extreme chaos.
81354554,Movie,Seal Team,,"Jessie T. Usher, J.K. Simmons, Kristen Schaal",2021,TV-Y,100 min,"Family Movies ,Kids & Family Movies ,Comedy Movies ",United States,Fearless seal Quinn assembles a squad of misfit recruits to stand up to ruthless sharks with razor-sharp teeth and reclaim the open sea.
81174879,Movie,Malibu Rescue: The Next Wave,,"Ricardo Hurtado, Breanna Yde, Jackie R. Jacobson",2020,TV-Y,70 min,"Family Movies ,Kids & Family Movies ,Comedy Movies ",United States,"As summer returns to Malibu, Team Flounder takes to the beach to host — and unexpectedly compete in — the International Beachmaster Competition."
80223928,Movie,Malibu Rescue,,"Ricardo Hurtado, Breanna Yde, Jackie R. Jacobson",2019,TV-Y,69 min,"Family Movies ,Kids & Family Movies ,Comedy Movies ",United States,"When a long list of shenanigans lands Tyler in hot water, he’s forced to suit up and spend his summer training for an elite junior lifeguard program."
80199682,Movie,The Christmas Chronicles,,"Kurt Russell, Darby Camp, Judah Lewis",2018,TV-Y,105 min,"Family Movies ,Kids & Family Movies ,Comedy Movies ",United States,"After accidentally crashing Santa's sleigh, a brother and sister pull an all-nighter to save Christmas with a savvy, straight-talking St. Nick."
80988988,Movie,The Christmas Chronicles: Part Two,,"Kurt Russell, Goldie Hawn, Darby Camp",2020,TV-Y,115 min,"Family Movies ,Kids & Family Movies ,Comedy Movies ",United States,"Unhappy over her mom’s new relationship, a now-teenage Kate runs away and lands at the North Pole, where a naughty elf is plotting to cancel Christmas."
81660258,Movie,Ashman,,"Bashar Al Jazzaf, Elham Ali, Lulwa Almulla",2021,TV-Y7,97 min,"Family Movies ,Kids & Family Movies ,Middle Eastern Movies ,Comedy Movies ,Action & Adventure Movies",Kuwait,"Poisoned by a strange scientist posing as a soup vendor, a middle-aged father transforms into a superhero ready to fight evil and save the world."
81292136,Movie,Little Singham Samundar Ka Sikandar,,"Sumriddhi Shukla, Jigna Bhardwaj, Sonal Kaushal",2021,TV-Y,47 min,"Kids & Family Movies ,Comedy Movies",India,"When monstrous creatures threaten to destroy an ocean kingdom, Little Singham dives in to save the king, princess and other deep-sea dwellers from doom."
80238399,Movie,The Sleepover,,"Sadie Stanley, Maxwell Simkins, Ken Marino",2020,TV-Y7,103 min,"Family Movies ,Kids & Family Movies ,Comedy Movies ,Mystery Movies ,Action & Adventure Movies ",United States,What do you do if your parents are kidnapped by a crew of international thieves? You begin a wild overnight adventure — complete with spy gear.
81058723,TV Show,The Last Kids on Earth: Happy Apocalypse to You,,"Nick Wolfhard, Charles Demers, Montse Hernandez",2021,TV-Y,27m,"Kids' TV ,Kids & Family Movies ,TV Shows Based on Books ,Comedy Movies ,Movies Based on Books ,TV Comedies ,TV Cartoons",Canada,"Help Jack and his monster-battling friends make choices to stay alive — and have some fun — in this interactive ""Last Kids on Earth"" adventure!"
81252403,Movie,Fearless,,"Yara Shahidi, Miles Robbins, Miguel J. Pimentel",2020,TV-Y,91 min,"Family Movies ,Kids & Family Movies ,Comedy Movies ",United States,A teen gamer is forced to level up to full-time babysitter when his favorite video game drops three superpowered infants from space into his backyard.
81318058,Movie,Motu Patlu: Khazaane Ki Race,,"Saurav Chakraborty, Omee, Sankalp",2015,TV-Y,75 min,"Kids & Family Movies ,Comedy Movies",India,"To find a treasure that could help their city thrive, Motu and Patlu must thwart a don and his henchman, who want the wealth for themselves!"
81318069,Movie,Motu Patlu in the Game of Zones,,Saurav Chakraborty,2019,TV-Y,87 min,"Kids & Family Movies ,Comedy Movies",India,"A board game becomes all too real for buddies Motu and Patlu when they get transported into its world of monsters, magic and mayhem."
81681504,Movie,Luc Van Tien: Kung Fu Warrior,,"Andy Long Nguyen, Diep Lam Anh, Kim Tuyen",2017,TV-PG,89 min,"Comedy Movies ,Movies Based on Books ,Action & Adventure Movies",Vietnam,An ancient warrior travels through time to fight crime and rescue his lost love in contemporary Vietnam in this folklore-inspired tale.
81344253,Movie,The Big 4,,"Abimana Aryasatya, Putri Marino, Arie Kriting",2022,TV-MA,141 min,"Comedy Movies ,Action & Adventure Movies",Indonesia,Four retired assassins spring back into action when they cross paths with a straight-arrow cop who's determined to track down an elusive murderer.
81598308,Movie,Fast & Feel Love,,"Nat Kitcharit, Urassaya Sperbund, Anusara Korsamphan",2022,TV-PG,131 min,"Sports Movies ,Romantic Comedy Movies ,Comedy Movies ,Romantic Movies ,Action & Adventure Movies",Thailand,A cup-stacking champion fights to hold onto his neglected love life while defending his title as the fastest speed stacker in the world.
81399614,Movie,The Mitchells vs. The Machines,,"Danny McBride, Abbi Jacobson, Maya Rudolph",2021,TV-14,114 min,Comedy Movies ,United States,A robot apocalypse put the brakes on their cross-country road trip. Now it’s up to the Mitchells — the world’s weirdest family — to save the human race.
81716251,Movie,Face Off 6: The Ticket of Destiny,,"Quoc Cuong, Trung Dung, Huy Khanh",2023,TV-14,131 min,"Drama Movies ,Action & Adventure Movies",Vietnam,"Six friends strike it big as their shared lottery ticket wins them billions, but a death in the group starts a chain of greed that could ruin it all."
81636002,Movie,Battle of the Fists,,"Tien Hoang, Katleen Phan Vo, Gi A Nguyen",2021,TV-PG,93 min,"Sports Movies ,Drama Movies ,Martial Arts Movies ,Action & Adventure Movies",Vietnam,The son of a master martial artist must rediscover his long-forgotten skills before facing his new love’s ex-boyfriend at a university competition.
81078578,Movie,"The Gangster, The Cop, The Devil",,"Don Lee, Kim Moo-yeol, Kim Sung-kyu",2019,TV-14,105 min,"Crime Movies ,Action & Adventure Movies",South Korea,"Willing to do whatever it takes to capture an elusive serial killer, a vengeful crime boss and a dogged cop form an unlikely alliance."
81711815,Movie,The Janitor,,"Dennis Trillo, Richard Gomez, Derek Ramsay",2014,TV-MA,114 min,"Crime Movies ,Drama Movies ,Action & Adventure Movies",Philippines,An ex-cop is secretly enlisted as a hitman by a high-ranking police officer to hunt down the suspects behind a grisly bank robbery.
81647497,Movie,High & Low The Worst X,,"Kazuma Kawamura, Yuta Nakamoto, Hokuto Yoshino",2022,TV-14,119 min,Action & Adventure Movies,Japan,Fists fly when Oya High’s street fighters defend themselves from a three-school alliance of brawlers in this sequel to the hit franchise crossover.
81313229,Movie,Rurouni Kenshin: The Beginning,,"Takeru Satoh, Kasumi Arimura, Issey Takahashi",2021,TV-MA,138 min,"Period Pieces ,Action & Adventure Movies",Japan,"Before he was a protector, Kenshin was a fearsome assassin known as Battosai. But when he meets the gentle Tomoe Yukishiro, his story begins to change."
70293105,Movie,Rurouni Kenshin: Origins,,"Takeru Satoh, Emi Takei, Koji Kikkawa",2012,TV-MA,134 min,"Period Pieces ,Action & Adventure Movies",Japan,"In 1868, after the Bakumatsu war ends, the ex-assassin Kenshin Himura traverses Japan with an inverted sword, to defend the needy without killing."
81603171,Movie,Furies,,"Dong Anh Quynh, Toc Tien, Thuan Nguyen",2023,TV-MA,109 min,"Crime Movies ,Drama Movies ,Martial Arts Movies ,Action & Adventure Movies",Vietnam,"Three furious vigilantes unite to take down a sinister crime syndicate that controls the mean streets of '90s Saigon in this prequel to ""Furie."""
81295067,Movie,Peninsula,,"Gang Dong-won, Lee Jung-hyun, Kwon Hae-hyo",2020,TV-MA,115 min,"Horror Movies ,Action & Adventure Movies",South Korea,"On a perilous mission back to zombie-decimated South Korea, a former soldier and his team encounter a family of survivors who seek escape."
70288432,Movie,Flu,,"Jang Hyuk, Su Ae, Park Min-ha",2013,TV-14,121 min,"Drama Movies ,Action & Adventure Movies",South Korea,"In this 2013 thriller, the death toll mounts from an airborne disease in a South Korean suburb, resulting in a quarantine and a reign of chaos."
80084765,Movie,Rise of the Legend,,"Eddie Peng, Sammo Kam-Bo Hung, Luodan Wang",2014,TV-MA,131 min,"Drama Movies ,Martial Arts Movies ,Period Pieces ,Action & Adventure Movies ",China,"To curry his crime boss's favor, an orphaned kung fu prodigy goes after a rival gang's leader. But the youth also has a more dangerous agenda in mind."
